InvoiceNo,InvoiceDate,InvoiceTime,StockCode,Description,Quantity,UnitPrice,Totalsale,CustomerID,Country
536464,01-12-2010,12:23:00 PM,22866,HAND WARMER SCOTTY DOG DESIGN,1,2.1,2.1,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,72818,CHRISTMAS DECOUPAGE CANDLE,1,0.85,0.85,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21814,HEART T-LIGHT HOLDER ,8,1.45,11.6,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2.1,2.1,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22312,OFFICE MUG WARMER POLKADOT,1,2.95,2.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22197,SMALL POPCORN HOLDER,6,0.85,5.1,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22663,JUMBO BAG DOLLY GIRL DESIGN,1,1.95,1.95,17968.0,United Kingdom
536466,01-12-2010,12:23:00 PM,22960,JAM MAKING SET WITH JARS,6,4.25,25.5,14849.0,United Kingdom
536466,01-12-2010,12:23:00 PM,22961,JAM MAKING SET PRINTED,12,1.45,17.4,14849.0,United Kingdom
536477,01-12-2010,12:27:00 PM,21314,SMALL GLASS HEART TRINKET POT,48,1.85,88.8,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,3.39,81.36,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,21137,BLACK RECORD COVER FRAME,480,3.39,1627.2,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2.1,100.8,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,20979,36 PENCILS TUBE RED RETROSPOT,16,1.25,20.0,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,20977,36 PENCILS TUBE WOODLAND,16,1.25,20.0,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,22619,SET OF 6 SOLDIER SKITTLES,4,3.75,15.0,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,22571,ROCKING HORSE RED CHRISTMAS ,96,0.72,69.12,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,22595,CHRISTMAS GINGHAM HEART,144,0.72,103.68,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,22593,CHRISTMAS GINGHAM STAR,144,0.72,103.68,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,22633,HAND WARMER UNION JACK,12,2.1,25.2,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,22632,HAND WARMER RED RETROSPOT,12,2.1,25.2,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,22423,REGENCY CAKESTAND 3 TIER,16,10.95,175.2,16210.0,United Kingdom
536477,01-12-2010,12:27:00 PM,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1.95,19.5,16210.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22738,RIBBON REEL SNOWY VILLAGE,5,1.65,8.25,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,21621,VINTAGE UNION JACK BUNTING,1,8.5,8.5,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22960,JAM MAKING SET WITH JARS,8,4.25,34.0,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22082,RIBBON REEL STRIPES DESIGN ,5,1.65,8.25,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,3.75,3.75,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,84558A,3D DOG PICTURE PLAYING CARDS,1,2.95,2.95,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,21592,RETROSPOT CIGAR BOX MATCHES ,1,1.25,1.25,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,2,1.25,2.5,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2.55,2.55,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2.55,2.55,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,21577,SAVE THE PLANET COTTON TOTE BAG,1,2.25,2.25,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,0.85,0.85,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22087,PAPER BUNTING WHITE LACE,1,2.95,2.95,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22651,GENTLEMAN SHIRT REPAIR KIT ,2,0.85,1.7,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22713,CARD I LOVE LONDON ,12,0.42,5.04,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2.95,2.95,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,21370,MIRRORED WALL ART FOXY,2,6.35,12.7,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,21367,MIRRORED WALL ART GENTS,1,2.55,2.55,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,4.25,4.25,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22961,JAM MAKING SET PRINTED,1,1.45,1.45,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,21895,POTTING SHED SOW 'N' GROW SET,1,4.25,4.25,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22468,BABUSHKA LIGHTS STRING OF 10,1,6.75,6.75,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,21034,REX CASH+CARRY JUMBO SHOPPER,1,0.95,0.95,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,4.25,4.25,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22867,HAND WARMER BIRD DESIGN,1,2.1,2.1,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2.1,2.1,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,21190,PINK HEARTS PAPER GARLAND,1,1.65,1.65,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,21894,POTTING SHED SEED ENVELOPES,3,1.25,3.75,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,70007,HI TEC ALPINE HAND WARMER,3,1.65,4.95,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22940,FELTCRAFT CHRISTMAS FAIRY,1,4.25,4.25,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,70007,HI TEC ALPINE HAND WARMER,1,1.65,1.65,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,3,2.55,7.65,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22150,3 STRIPEY MICE FELTCRAFT,1,1.95,1.95,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2.1,4.2,17897.0,United Kingdom
536488,01-12-2010,12:31:00 PM,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2.1,4.2,17897.0,United Kingdom
536500,01-12-2010,12:35:00 PM,21622,VINTAGE UNION JACK CUSHION COVER,10,4.95,49.5,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,46000M,POLYESTER FILLER PAD 45x45cm,10,1.55,15.5,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,22630,DOLLY GIRL LUNCH BOX,2,1.95,3.9,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,22616,PACK OF 12 LONDON TISSUES ,12,0.29,3.48,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,22712,CARD DOLLY GIRL ,12,0.42,5.04,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,22983,CARD BILLBOARD FONT,12,0.42,5.04,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,22024,RAINY LADIES BIRTHDAY CARD,12,0.42,5.04,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,22113,GREY HEART HOT WATER BOTTLE,3,3.75,11.25,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,3.75,7.5,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,21488,RED WHITE SCARF  HOT WATER BOTTLE,2,3.95,7.9,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,22900, SET 2 TEA TOWELS I LOVE LONDON ,7,2.95,20.65,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,3,2.95,8.85,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,21035,SET/2 RED RETROSPOT TEA TOWELS ,3,2.95,8.85,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,21755,LOVE BUILDING BLOCK WORD,6,5.95,35.7,17377.0,United Kingdom
536500,01-12-2010,12:35:00 PM,21754,HOME BUILDING BLOCK WORD,6,5.95,35.7,17377.0,United Kingdom
536502,01-12-2010,12:36:00 PM,84879,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,27.04,16552.0,United Kingdom
536502,01-12-2010,12:36:00 PM,22784,LANTERN CREAM GAZEBO ,3,4.95,14.85,16552.0,United Kingdom
536502,01-12-2010,12:36:00 PM,21441,BLUE BIRDHOUSE DECORATION,12,0.85,10.2,16552.0,United Kingdom
536502,01-12-2010,12:36:00 PM,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,17.7,16552.0,United Kingdom
536502,01-12-2010,12:36:00 PM,22423,REGENCY CAKESTAND 3 TIER,2,12.75,25.5,16552.0,United Kingdom
536508,01-12-2010,12:38:00 PM,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,1.06,76.32,17181.0,United Kingdom
536508,01-12-2010,12:38:00 PM,21326,AGED GLASS SILVER T-LIGHT HOLDER,144,0.55,79.2,17181.0,United Kingdom
C536506,01-12-2010,12:38:00 PM,22960,JAM MAKING SET WITH JARS,-6,4.25,-25.5,17897.0,United Kingdom
536514,01-12-2010,12:40:00 PM,22865,HAND WARMER OWL DESIGN,36,2.1,75.6,17951.0,United Kingdom
536514,01-12-2010,12:40:00 PM,22485,SET OF 2 WOODEN MARKET CRATES,4,12.75,51.0,17951.0,United Kingdom
536514,01-12-2010,12:40:00 PM,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,2.95,17.7,17951.0,United Kingdom
536514,01-12-2010,12:40:00 PM,22633,HAND WARMER UNION JACK,36,2.1,75.6,17951.0,United Kingdom
536514,01-12-2010,12:40:00 PM,22866,HAND WARMER SCOTTY DOG DESIGN,36,2.1,75.6,17951.0,United Kingdom
536520,01-12-2010,12:43:00 PM,21794,CLASSIC FRENCH STYLE BASKET NATURAL,1,6.75,6.75,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,20707,CRAZY DAISY HEART DECORATION,1,1.25,1.25,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,21175,GIN + TONIC DIET METAL SIGN,1,2.1,2.1,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22926,IVORY GIANT GARDEN THERMOMETER,1,5.95,5.95,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22588,CARD HOLDER GINGHAM HEART,2,2.55,5.1,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,21292,SMALL STRIPES CHOCOLATE GIFT BAG ,16,0.85,13.6,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2.95,2.95,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22632,HAND WARMER RED RETROSPOT,4,2.1,8.4,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22633,HAND WARMER UNION JACK,3,2.1,6.3,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22670,FRENCH WC SIGN BLUE METAL,1,1.25,1.25,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,21867,PINK UNION JACK  LUGGAGE TAG,1,1.25,1.25,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22760,"TRAY, BREAKFAST IN BED",1,12.75,12.75,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22107,PIZZA PLATE IN BOX,2,3.75,7.5,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22470,HEART OF WICKER LARGE,1,2.95,2.95,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,21486,PINK HEART DOTS HOT WATER BOTTLE,1,3.75,3.75,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22151,PLACE SETTING WHITE HEART,14,0.42,5.88,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22643,SET OF 4 NAPKIN CHARMS LEAVES   ,4,2.55,10.2,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22642,SET OF 4 NAPKIN CHARMS STARS   ,4,2.55,10.2,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22604,SET OF 4 NAPKIN CHARMS CUTLERY,3,2.55,7.65,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22099,CARAVAN SQUARE TISSUE BOX,2,1.25,2.5,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22553,PLASTERS IN TIN SKULLS,1,1.65,1.65,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22551,PLASTERS IN TIN SPACEBOY,1,1.65,1.65,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22653,BUTTON BOX ,1,1.95,1.95,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,1.65,3.3,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22906,12 MESSAGE CARDS WITH ENVELOPES,6,1.65,9.9,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22754,SMALL RED BABUSHKA NOTEBOOK ,1,0.85,0.85,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22938,CUPCAKE LACE PAPER SET 6,5,1.95,9.75,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22812,PACK 3 BOXES CHRISTMAS PANNETONE,3,1.95,5.85,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22919,HERB MARKER MINT,2,0.65,1.3,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22917,HERB MARKER ROSEMARY,1,0.65,0.65,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22920,HERB MARKER BASIL,3,0.65,1.95,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22921,HERB MARKER CHIVES ,2,0.65,1.3,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22918,HERB MARKER PARSLEY,2,0.65,1.3,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22916,HERB MARKER THYME,1,0.65,0.65,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2.95,8.85,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22575,METAL MERRY CHRISTMAS WREATH,1,1.95,1.95,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,21804,WHITE CHRISTMAS GARLAND STARS TREES,3,3.75,11.25,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,21584,RETROSPOT SMALL TUBE MATCHES,12,1.65,19.8,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,21588,RETROSPOT GIANT TUBE MATCHES,3,2.55,7.65,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22152,PLACE SETTING WHITE STAR,12,0.42,5.04,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2.1,2.1,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22955,36 FOIL STAR CAKE CASES ,2,2.1,4.2,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22956,36 FOIL HEART CAKE CASES,2,2.1,4.2,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22582,PACK OF 6 SWEETIE GIFT BOXES,2,2.55,5.1,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22583,PACK OF 6 HANDBAG GIFT BOXES,3,2.55,7.65,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22241,GARLAND WOODEN HAPPY EASTER,2,1.25,2.5,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22904,CALENDAR PAPER CUT DESIGN,3,2.95,8.85,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22905,CALENDAR IN SEASON DESIGN,2,2.95,5.9,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22197,SMALL POPCORN HOLDER,3,0.85,2.55,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22092,BLUE PAISLEY TISSUE BOX,1,1.25,1.25,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22469,HEART OF WICKER SMALL,1,1.65,1.65,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22100,SKULLS SQUARE TISSUE BOX,1,1.25,1.25,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22096,PINK PAISLEY SQUARE TISSUE BOX ,1,1.25,1.25,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,22583,PACK OF 6 HANDBAG GIFT BOXES,1,2.55,2.55,14729.0,United Kingdom
536520,01-12-2010,12:43:00 PM,21358,TOAST ITS - HAPPY BIRTHDAY,2,1.25,2.5,14729.0,United Kingdom
